line,verdict,stage_reason,csv_name,csv_city,candidate_id,candidate_name,candidate_city,candidate_michelin_2025,proposed,confidence,reason,decision
1047,new_venue,,La Petite Verrière,Le Puy-Sainte-Réparade,,,,,new,high,"no candidate in le-puy-sainte-reparade, nor anywhere in France holding a Michelin 2025 row",new
1048,new_venue,,Les Galinas,Aix-en-Provence,,,,,new,high,"no candidate in aix-en-provence, nor anywhere in France holding a Michelin 2025 row",new
1054,new_venue,,Le Saint Gabriel,Toulon,ve_b4e1d36194,Restaurant Le Saint Gabriel,toulon,Bib Gourmand,use:ve_b4e1d36194,high,same tier both years: Bib,use:ve_b4e1d36194
1055,new_venue,,Le Pastel,Toulon,,,,,new,high,"no candidate in toulon, nor anywhere in France holding a Michelin 2025 row",new
1056,new_venue,,La Table,Tourtour,,,,,new,high,"no candidate in tourtour, nor anywhere in France holding a Michelin 2025 row",new
1058,new_venue,,Bistrot des Anges,Le Cannet,,,,,new,high,"no candidate in le-cannet, nor anywhere in France holding a Michelin 2025 row",new
1062,new_venue,,Chez Davia,Nice,ve_c5a935d49e,Restaurant Chez Davia,nice,Bib Gourmand,use:ve_c5a935d49e,high,same tier both years: Bib,use:ve_c5a935d49e
1063,new_venue,,L'Alchimie,Nice,,,,,new,high,"no candidate in nice, nor anywhere in France holding a Michelin 2025 row",new
1069,review_city,city_not_found,A Mandria di Pigna,Pigna,ve_6abba077f0,A Mandria di Pigna,pigna (other city),Bib Gourmand,skip,high,"slug-split city; cities holds pigna (display ""Pigna"") with no country at all, so the row's ""France"" hint drops it; ve_6abba077f0 (A Mandria di Pigna) sits in that same city. Settle the city row first - this batch should not decide which Pigna it is",skip
1071,new_venue,,U Licettu,Cuttoli,,,,,new,high,"no candidate in cuttoli, nor anywhere in France holding a Michelin 2025 row",new
